meter_id,timestamp,kWh
MTR0003,2025-06-05 13:00:00,1.76
MTR0003,2025-06-05 14:00:00,1.95
MTR0003,2025-06-05 15:00:00,3.97
MTR0003,2025-06-05 16:00:00,4.73
MTR0003,2025-06-05 17:00:00,2.66
MTR0003,2025-06-05 18:00:00,3.01
MTR0003,2025-06-05 19:00:00,5.02
MTR0003,2025-06-05 20:00:00,3.75
MTR0003,2025-06-05 21:00:00,4.6
MTR0003,2025-06-05 22:00:00,2.58
MTR0003,2025-06-05 23:00:00,1.98
MTR0003,2025-06-06 00:00:00,4.58
MTR0003,2025-06-06 01:00:00,1.46
MTR0003,2025-06-06 02:00:00,4.41
MTR0003,2025-06-06 03:00:00,3.54
MTR0003,2025-06-06 04:00:00,5.14
MTR0003,2025-06-06 05:00:00,3.11
MTR0003,2025-06-06 06:00:00,4.18
MTR0003,2025-06-06 07:00:00,4.32
MTR0003,2025-06-06 08:00:00,3.58
MTR0003,2025-06-06 09:00:00,4.18
MTR0003,2025-06-06 10:00:00,2.16
MTR0003,2025-06-06 11:00:00,3.69
MTR0003,2025-06-06 12:00:00,2.0
MTR0003,2025-06-06 13:00:00,4.58
MTR0003,2025-06-06 14:00:00,5.15
MTR0003,2025-06-06 15:00:00,3.75
MTR0003,2025-06-06 16:00:00,1.88
MTR0003,2025-06-06 17:00:00,2.17
MTR0003,2025-06-06 18:00:00,3.91
MTR0003,2025-06-06 19:00:00,4.35
MTR0003,2025-06-06 20:00:00,2.67
MTR0003,2025-06-06 21:00:00,2.04
MTR0003,2025-06-06 22:00:00,3.89
MTR0003,2025-06-06 23:00:00,2.56
MTR0003,2025-06-07 00:00:00,3.13
MTR0003,2025-06-07 01:00:00,2.22
MTR0003,2025-06-07 02:00:00,3.78
MTR0003,2025-06-07 03:00:00,2.62
MTR0003,2025-06-07 04:00:00,3.26
MTR0003,2025-06-07 05:00:00,4.03
MTR0003,2025-06-07 06:00:00,3.0
MTR0003,2025-06-07 07:00:00,2.62
MTR0003,2025-06-07 08:00:00,2.74
MTR0003,2025-06-07 09:00:00,3.5
MTR0003,2025-06-07 10:00:00,4.02
MTR0003,2025-06-07 11:00:00,2.9
MTR0003,2025-06-07 12:00:00,3.38
MTR0003,2025-06-07 13:00:00,5.44
MTR0003,2025-06-07 14:00:00,2.3
MTR0003,2025-06-07 15:00:00,3.07
MTR0003,2025-06-07 16:00:00,2.49
MTR0003,2025-06-07 17:00:00,3.54
MTR0003,2025-06-07 18:00:00,4.71
MTR0003,2025-06-07 19:00:00,4.55
MTR0003,2025-06-07 20:00:00,4.04
MTR0003,2025-06-07 21:00:00,2.13
MTR0003,2025-06-07 22:00:00,2.89
MTR0003,2025-06-07 23:00:00,3.45
MTR0004,2025-06-01 00:00:00,4.28
MTR0004,2025-06-01 01:00:00,4.67
MTR0004,2025-06-01 02:00:00,4.97
MTR0004,2025-06-01 03:00:00,4.24
MTR0004,2025-06-01 04:00:00,2.14
MTR0004,2025-06-01 05:00:00,3.14
MTR0004,2025-06-01 06:00:00,3.58
MTR0004,2025-06-01 07:00:00,3.3
MTR0004,2025-06-01 08:00:00,2.6
MTR0004,2025-06-01 09:00:00,4.5
MTR0004,2025-06-01 10:00:00,3.68
MTR0004,2025-06-01 11:00:00,3.1
MTR0004,2025-06-01 12:00:00,4.25
MTR0004,2025-06-01 13:00:00,4.1
MTR0004,2025-06-01 14:00:00,4.03
MTR0004,2025-06-01 15:00:00,4.73
MTR0004,2025-06-01 16:00:00,4.19
MTR0004,2025-06-01 17:00:00,2.48
MTR0004,2025-06-01 18:00:00,4.82
MTR0004,2025-06-01 19:00:00,2.46
MTR0004,2025-06-01 20:00:00,4.2
MTR0004,2025-06-01 21:00:00,4.23
MTR0004,2025-06-01 22:00:00,3.0
MTR0004,2025-06-01 23:00:00,2.76
MTR0004,2025-06-02 00:00:00,4.78
MTR0004,2025-06-02 01:00:00,1.87
MTR0004,2025-06-02 02:00:00,2.94
MTR0004,2025-06-02 03:00:00,2.77
MTR0004,2025-06-02 04:00:00,3.82
MTR0004,2025-06-02 05:00:00,4.05
MTR0004,2025-06-02 06:00:00,3.91
MTR0004,2025-06-02 07:00:00,4.46
MTR0004,2025-06-02 08:00:00,5.18
MTR0004,2025-06-02 09:00:00,4.69
MTR0004,2025-06-02 10:00:00,3.99
MTR0004,2025-06-02 11:00:00,2.86
MTR0004,2025-06-02 12:00:00,3.88
MTR0004,2025-06-02 13:00:00,3.79
MTR0004,2025-06-02 14:00:00,3.88
MTR0004,2025-06-02 15:00:00,2.3
MTR0004,2025-06-02 16:00:00,4.71
MTR0004,2025-06-02 17:00:00,2.33
MTR0004,2025-06-02 18:00:00,3.3
MTR0004,2025-06-02 19:00:00,2.12
MTR0004,2025-06-02 20:00:00,4.1
MTR0004,2025-06-02 21:00:00,2.76
MTR0004,2025-06-02 22:00:00,3.59
MTR0004,2025-06-02 23:00:00,3.59
MTR0004,2025-06-03 00:00:00,4.29
MTR0004,2025-06-03 01:00:00,2.16
MTR0004,2025-06-03 02:00:00,3.51
MTR0004,2025-06-03 03:00:00,2.99
MTR0004,2025-06-03 04:00:00,3.48
MTR0004,2025-06-03 05:00:00,3.07
MTR0004,2025-06-03 06:00:00,2.4
MTR0004,2025-06-03 07:00:00,1.06
MTR0004,2025-06-03 08:00:00,4.01
MTR0004,2025-06-03 09:00:00,3.1
MTR0004,2025-06-03 10:00:00,3.45
MTR0004,2025-06-03 11:00:00,3.08
MTR0004,2025-06-03 12:00:00,3.15
MTR0004,2025-06-03 13:00:00,3.48
MTR0004,2025-06-03 14:00:00,4.43
MTR0004,2025-06-03 15:00:00,2.36
MTR0004,2025-06-03 16:00:00,3.28
MTR0004,2025-06-03 17:00:00,4.66
MTR0004,2025-06-03 18:00:00,3.74
MTR0004,2025-06-03 19:00:00,3.15
MTR0004,2025-06-03 20:00:00,3.96
MTR0004,2025-06-03 21:00:00,2.99
MTR0004,2025-06-03 22:00:00,5.16
MTR0004,2025-06-03 23:00:00,3.6
MTR0004,2025-06-04 00:00:00,2.06
MTR0004,2025-06-04 01:00:00,5.11
MTR0004,2025-06-04 02:00:00,3.03
MTR0004,2025-06-04 03:00:00,3.16
MTR0004,2025-06-04 04:00:00,4.2
MTR0004,2025-06-04 05:00:00,3.76
MTR0004,2025-06-04 06:00:00,2.72
MTR0004,2025-06-04 07:00:00,1.87
MTR0004,2025-06-04 08:00:00,3.09
MTR0004,2025-06-04 09:00:00,3.74
MTR0004,2025-06-04 10:00:00,2.04
MTR0004,2025-06-04 11:00:00,3.52
MTR0004,2025-06-04 12:00:00,4.39
MTR0004,2025-06-04 13:00:00,4.29
MTR0004,2025-06-04 14:00:00,4.36
MTR0004,2025-06-04 15:00:00,5.11
MTR0004,2025-06-04 16:00:00,3.61
MTR0004,2025-06-04 17:00:00,3.64
MTR0004,2025-06-04 18:00:00,2.73
MTR0004,2025-06-04 19:00:00,4.15
MTR0004,2025-06-04 20:00:00,6.45
MTR0004,2025-06-04 21:00:00,1.53
MTR0004,2025-06-04 22:00:00,3.61
MTR0004,2025-06-04 23:00:00,4.03
MTR0004,2025-06-05 00:00:00,3.0
MTR0004,2025-06-05 01:00:00,3.73
MTR0004,2025-06-05 02:00:00,3.7
MTR0004,2025-06-05 03:00:00,2.82
MTR0004,2025-06-05 04:00:00,2.59
MTR0004,2025-06-05 05:00:00,3.32
MTR0004,2025-06-05 06:00:00,4.51
MTR0004,2025-06-05 07:00:00,4.23
MTR0004,2025-06-05 08:00:00,3.1
